HComment,HCommenter,HContribute,HDate,HThanks,HTime,HTravelType,HTravelerRating,h_Hotel_name,h_reviewer_address,h_reviewer_id,h_title_comment,h_url
"Chúng tôi đã có 4 đêm tuyệt vời trong Biệt thự trăng mật. Chúng tôi đến thăm spa, nhà hàng, quầy bar nến và hồ bơi nước ấm. Dịch vụ và cơ sở vật chất là tuyệt vời. Do đó, Cel Cel Celiac và do đó yêu cầu một chế độ ăn không có gluten, được phục vụ hoàn hảo - thậm chí gửi những bức ảnh có chú thích trong thực đơn hàng ngày để cho biết những món ăn nào an toàn để ăn. Tôi bị cảm một chút trong thời gian ở đây và An đáng yêu đưa chồng tôi đến hiệu thuốc địa phương để lấy cho tôi một ít thuốc và sau đó tổ chức một khay bánh trái cây và gạo tươi để chuyển đến phòng của tôi. Nó thực sự là một nơi đặc biệt được quản lý bởi một nhóm người tuyệt vời. Đặc biệt cảm ơn An và Christie vì đã chăm sóc chúng tôi rất tốt.",Michelle R,34,Tháng 2 năm 2020,47,thg 2 2020,Đã du lịch theo đôi,5,Pilgrimage Village,"Maidstone, Vương quốc Anh",https://www.tripadvisor.com.vn/Profile/S4053LMmicheller,Trải nghiệm tuyệt vời,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d582872-Reviews-or10-Pilgrimage_Village-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Một nơi tuyệt đẹp để ở, cách trung tâm Huế khoảng 20 phút đi bộ dễ dàng. Tuyệt vời trên trang web nhà hàng, quán bar. Bữa sáng bao gồm một sự lựa chọn lớn của các lựa chọn Việt Nam và phương Tây. Có một số nhầm lẫn ban đầu đối với phòng của chúng tôi (không phải lỗi của khách sạn), nhưng điều này đã được xử lý với sự quan tâm và chăm sóc của ông Bang tuyệt vời, cùng với các nhân viên chuyên nghiệp, thân thiện khác đã khiến chúng tôi ở lại rất thoải mái và đáng nhớ.",barry58d,13,Tháng 2 năm 2019,37,thg 3 2019,Đã du lịch theo đôi,5,Azerai La Residence Hue,"Newcastle upon Tyne, Vương quốc Anh",https://www.tripadvisor.com.vn/Profile/barry58d,sành điệu. khách sạn thuộc địa,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d585172-Reviews-or15-Azerai_La_Residence_Hue-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Khi bạn đi du lịch Đông Nam Á và Việt Nam, khu nghỉ mát này chỉ cảm thấy như một lối thoát và một luồng không khí trong lành! Tuyệt vời thiết lập khu nghỉ mát với những khu vườn tuyệt vời, hồ bơi và thức ăn rất tốt. Chúng tôi ở trong một ngôi nhà gỗ gần hồ bơi riêng rất tuyệt vời. Ngoài ra dịch vụ họ cung cấp cho bạn là vượt trội, nó thật tuyệt vời! Chắc chắn sẽ quay trở lại đây.",Adrian_amsterdam,80,Tháng 2 năm 2020,54,thg 2 2020,N/A,5,Pilgrimage Village,"Amsterdam, Hà Lan",https://www.tripadvisor.com.vn/Profile/adian_amsterdam,Khu nghỉ dưỡng tuyệt vời,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d582872-Reviews-or10-Pilgrimage_Village-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Đây là một khách sạn đẹp và thanh lịch. Các không gian công cộng rộng lớn và khuôn viên rất rộng lớn và đáng yêu. Bữa sáng còn hơn cả dư dật.
Các phòng, trong khi bổ nhiệm là một câu chuyện khác. Đó là nhỏ đáng ngạc nhiên cho một khách sạn với xếp hạng cao. Có rất ít ánh sáng. Phòng tắm được chiếu sáng tốt nhưng bệ cửa cao trên bồn tắm / vòi hoa sen và thiếu thanh chắn khiến cho việc ra vào rất khó khăn. Có một sân thượng riêng đáng yêu nhìn ra sông khiến căn phòng có cảm giác rộng hơn - nhưng đó là Hầm.",bobelaine20854,160,Tháng 3 năm 2019,75,thg 3 2019,Đã du lịch theo đôi,4,Azerai La Residence Hue,"Boynton Beach, Florida",https://www.tripadvisor.com.vn/Profile/bobelaine20854,Bạn có thể nói với cuốn sách bằng bìa của nó,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d585172-Reviews-or15-Azerai_La_Residence_Hue-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Tôi nghĩ rằng khách sạn này (nằm ngoài thị trấn một chút) được phát triển giống như du lịch sau chiến tranh ở Việt Nam đang cất cánh. Các bộ phận của nó trông hơi cũ kỹ và không tốn nhiều tiền, họ không thể làm được gì nhiều về điều đó. Thanh, ví dụ là một hộp bê tông với các trụ cột. Nhưng họ có thể trang trí lại; họ có thể thoát khỏi những quả bóng lấp lánh; và họ có thể phục vụ các biện pháp kích thước hợp lý - họ là những người keo kiệt nhất tôi thấy ở Việt Nam. Họ có thể làm một cái gì đó về hồ bơi - xung quanh trông giống như tà vẹt đường sắt cũ. Và họ chắc chắn có thể làm một cái gì đó về thái độ chèn ép đồng xu mà họ đã đánh trống vào nhân viên.

Khi đến nơi, gần như những từ đầu tiên là, bạn có muốn nâng cấp phòng của mình chỉ với $ 30 một đêm không? Chúng tôi đã từ chối. Phòng được phân bổ của chúng tôi là hoàn toàn dễ chịu, nhưng trong số những điều đầu tiên chúng tôi thấy là một bảng giá. Thức ăn hay đồ uống? Du ngoạn? Không, một danh sách bao nhiêu bạn sẽ bị tính phí nếu bạn phá vỡ bất cứ điều gì. Điều này rất phong phú, từ đồ thủy tinh đến ""nắp giấy vệ sinh"" và ""khóa cửa trượt"". Một báo động du lịch bằng nhựa rẻ tiền sẽ đặt lại cho bạn 60 quid nếu bạn đứng trên nó.

Mặt khác, bữa sáng khá ngon, được phục vụ trong một căn phòng ven biển dễ chịu. Độc đáo họ đã cung cấp nơi để tái tạo bánh sandwich bánh mì nổi tiếng - nhưng sau đó làm hỏng tất cả bằng cách cung cấp những chiếc bánh mì nhỏ xíu dài khoảng 15 cm.

Khi tôi đi thanh toán hóa đơn, tôi đã bị tính phí cho những con tem mà tôi chưa đặt mua. Bây giờ sai lầm có thể xảy ra, nhưng phải mất một thời gian dài để sắp xếp điều này. Công bằng mà nói họ đã cho chúng tôi một món quà nhỏ khi chúng tôi rời đi bằng lời xin lỗi.

Đây là Việt Nam. Nó gần như đi mà không nói rằng các nhân viên vốn đã đáng yêu. Thật không may, họ phải hoạt động trong một nền văn hóa có ý nghĩa của công ty. Thật đáng tiếc, vì khách sạn này có rất nhiều điều tốt để cung cấp.",Tom J,232,Tháng 1 năm 2020,143,thg 1 2020,N/A,3,Pilgrimage Village,"Edinburgh, Vương quốc Anh",https://www.tripadvisor.com.vn/Profile/TomJohnston52,"Như mọi khi, những điều nhỏ nhặt tạo nên sự khác biệt",https://www.tripadvisor.com.vn/Hotel_Review-g293926-d582872-Reviews-or15-Pilgrimage_Village-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Đánh giá này rất khó vì các khách sạn chúng tôi đã xem và nghe về không phải là 4/5 sao thông thường của bạn.
Chúng tôi gặp vấn đề với mùi mốc ẩm ướt trong phòng và phải di chuyển. Chủ nhà của chúng tôi đã xịt phòng bằng nước hoa trước khi chúng tôi chấp nhận phòng kế tiếp lol. Chúng tôi cười và nói điều này với họ. Phải nói rằng chúng tôi biết từ những khách du lịch khác rằng các khách sạn ở Huế nói chung cũng có vấn đề ế ẩm do vật liệu xây dựng. Donith được đưa đi Huế như một điểm đến, thật đáng yêu. Chỉ cần chấp nhận rằng bạn có thể không nhận được chất lượng của khách sạn bạn đã sử dụng quá. Nếu bạn ở lại Huế thì đây là một trong những khách sạn tốt hơn.",calendergirl,49,Tháng 1 năm 2019,78,thg 2 2019,Đã du lịch theo đôi,3,Azerai La Residence Hue,"Sheffield, Vương quốc Anh",https://www.tripadvisor.com.vn/Profile/calendergirl,Đây có lẽ là khách sạn tốt nhất ở Huế,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d585172-Reviews-or20-Azerai_La_Residence_Hue-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Tôi và vợ tôi đã có một khoảng thời gian đẹp đẽ trong biệt thự của chúng tôi, chúng tôi bắt đầu với một thức uống chào mừng được cung cấp bởi các nhân viên tốt bụng và hữu ích sau đó chúng tôi được hộ tống bởi người phụ nữ xinh đẹp và hữu ích tên là tôi muốn cảm ơn sự giúp đỡ của cô ấy. Chúng tôi đã đi đến spa trong chuyến đi của mình, vợ tôi nói rằng đó là chuyến đi tốt nhất. Các hồ bơi cũng thực sự tốt đặc biệt là hồ bơi đậu phộng yêu thích của chúng tôi. Đây là một chuyến đi tuyệt vời tôi muốn cảm ơn tất cả mọi người tại khách sạn hành hương!",Sixelat T,29,Tháng 12 năm 2019,13,thg 1 2020,Đã du lịch theo đôi,5,Pilgrimage Village,"Romford, Vương quốc Anh",https://www.tripadvisor.com.vn/Profile/doctorST,Nơi hoàn hảo cho khách sạn hành hương,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d582872-Reviews-or15-Pilgrimage_Village-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Một khách sạn xinh xắn có sân thượng, từ phòng ngủ của chúng tôi, nhìn ra dòng sông nước hoa. Mọi thứ đều sạch sẽ và thoải mái và nhân viên rất thân thiện, niềm nở và hữu ích. Đó là trong một khu vực tốt đẹp để thăm các cung điện hoàng gia. Chúng tôi đã có một bất ngờ tại bữa tối, khi chúng tôi được yêu cầu mặc áo choàng và mũ. Tôi nghĩ rằng tôi sẽ nóng trong họ nhưng đáng ngạc nhiên là không. Chúng tôi đã được đưa ra một bữa tiệc phù hợp cho các vị vua.",Flo413,389,Tháng 9 năm 2018,234,thg 2 2019,Đã du lịch theo đôi,5,Azerai La Residence Hue,"Cornwall, Vương quốc Anh",https://www.tripadvisor.com.vn/Profile/Flo413,Thư giãn,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d585172-Reviews-or20-Azerai_La_Residence_Hue-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Nơi này có tất cả. Khung cảnh tuyệt vời, môi trường rất đẹp và có cảm giác nông thôn thực sự. Chúng tôi đã được nâng cấp lên một Boongalô nhìn ra hồ bơi. Phòng thực sự rộng rãi và đẹp, với một ban công lớn. Tất cả các cơ sở và tiện nghi bạn có thể muốn. Các nhân viên và dịch vụ là tuyệt vời. Mọi người mỉm cười và nói xin chào. Tôi có thể ở đây lâu hơn hai đêm chúng tôi ở đây. Cô con gái bị tai nạn rơi xuống trong sự phấn khích và cắt tay. Các nhân viên chăm sóc cô và băng bó cho cô. Chúng tôi đã gọi bác sĩ vào ngày hôm sau chỉ để kiểm tra (bác sĩ đến 20 phút sau) và kê đơn một số loại thuốc. Một thành viên của đội ngũ nhân viên đã cùng chúng tôi đến nhà thuốc để dịch và đảm bảo rằng chúng tôi đã nhận được đúng meds, đó là dịch vụ mà tôi không quen sử dụng.
Bữa sáng rất tuyệt và có một số lựa chọn tốt của người Việt. Huế là một thành phố thực sự mát mẻ mà chắc chắn là giá trị ghé thăm.
Một khách sạn tuyệt vời, tuyệt vời, nơi các nhân viên thực sự làm cho nơi này trở nên đặc biệt.

Robin và Bella",The Dad & The Daughter,4,Tháng 8 năm 2019,6,thg 8 2019,N/A,5,Pilgrimage Village,N/A,https://www.tripadvisor.com.vn/Profile/dad-daughter-travel,Nơi tuyệt vời,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d582872-Reviews-or15-Pilgrimage_Village-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Chúng tôi đặt một phòng nhìn ra dòng sông thật tuyệt vời. Sông Hương thật đáng yêu và khách sạn có thể sắp xếp các chuyến đi giá rất hợp lý bằng thuyền. Các bữa sáng là tuyệt vời, thậm chí rượu sâm banh nếu bạn muốn nó. LeParfume restuarant cũng là tuyệt vời cho bữa ăn tối vì họ có 2 thực đơn có sẵn, 1 thêm hạng sang và 1 với các món ăn địa phương ngon và rất giá cả. Khách sạn là đẹp nhưng phần tốt nhất là những người tuyệt vời và thân thiện làm việc ở đó. Mọi người đều hữu ích và chân thành, để lại một ký ức lâu dài",Linda P,129,Tháng 7 năm 2018,84,thg 8 2018,Đã du lịch theo đôi,5,Azerai La Residence Hue,"Adelaide, Australia",https://www.tripadvisor.com.vn/Profile/lindapY2943WZ,Khách sạn xinh đẹp trong khuôn viên xinh xắn với đội ngũ nhân viên hữu ích tuyệt vời,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d585172-Reviews-or20-Azerai_La_Residence_Hue-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Chúng tôi quản lý để đạt được một nâng cấp tại khách sạn này và yêu thích phòng của chúng tôi có sân thượng trực tiếp trên hồ bơi cho khoảng 20 phòng và quầy bar.

Các nhân viên thật tuyệt vời. Cả 4 chúng tôi đều có liệu pháp mát-xa là 1 lớp đường phố. Sân được trồng độc đáo / ao đẹp.

Chỉ có những lời chỉ trích là phòng ăn sáng khá tối và ảm đạm.",BrionyRudd,21,Tháng 8 năm 2019,26,thg 8 2019,Đã du lịch với gia đình,5,Pilgrimage Village,"London, Vương quốc Anh",https://www.tripadvisor.com.vn/Profile/BrionyRudd,Khách sạn rất thoải mái,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d582872-Reviews-or15-Pilgrimage_Village-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Thật là một trải nghiệm massage tuyệt vời tại Khách sạn La Residence Huế. Vi là một chuyên gia tuyệt vời. Dịch vụ và tính chuyên nghiệp của cô là mười trên mười. Sau một chuyến đi dài Bạn phải đặt phòng với cô ấy. Sau 60 phút mát-xa Thụy Điển, bạn sẽ cảm thấy tuyệt vời. Cảm ơn Vi!",HGGaya,20,Tháng 8 năm 2018,13,thg 8 2018,N/A,5,Azerai La Residence Hue,"Playa Maroma, Mexico",https://www.tripadvisor.com.vn/Profile/HGGaya,Great Hotel và trải nghiệm massage tuyệt vời,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d585172-Reviews-or20-Azerai_La_Residence_Hue-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Đó là một khu nghỉ mát xanh với khái niệm truyền thống Việt Nam i. gạch ref, vườn xanh, nội thất gỗ. Nó là tuyệt vời cho gia đình và trẻ em với 2 hồ bơi. Bữa sáng đẹp và giá phòng khá hợp lý.

Dịch vụ này là tốt. vị trí khá xa trung tâm thành phố đòi hỏi xe buýt đưa đón hàng ngày từ khách sạn. Nhưng nó là miễn phí với các tuyến đường thường xuyên.

Điểm trừ là tiền gửi rất cao. 1 triệu đồng mỗi phòng mỗi ngày. Nếu bạn ở lại 3 đêm thì sẽ tốn 3 triệu đồng, có thể là tổng số tiền cho kỳ nghỉ của bạn vì chi phí ở Huế khá thấp. Thẻ tín dụng được chấp nhận nhưng phải mất 2 - 4 tuần để lấy lại số tiền.

Chúng tôi ở tại một phòng kết nối gia đình với 2 giường lớn cho 5 người. Trẻ em trên 4 tuổi phải trả phụ phí cho bữa sáng là 8 usd / ngày.

Trên hết, nó được khuyến khích cho gia đình và các nhóm.",jodiemoon80,155,Tháng 8 năm 2019,48,thg 8 2019,Đã du lịch với gia đình,4,Pilgrimage Village,"Thành phố Hồ Chí Minh, Việt Nam",https://www.tripadvisor.com.vn/Profile/jodiemoon80,Khu nghỉ dưỡng xanh,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d582872-Reviews-or15-Pilgrimage_Village-Hue_Thua_Thien_Hue_Province.html#REVIEWS
Thưởng thức bữa tối và đồ uống tại đây. Tuyệt đối tinh tế. Bữa ăn rất tốn kém và không phải là flavoursome nhất. Thanh toán cho môi trường và dịch vụ. Great martini trong quầy bar cocktail thanh lịch. Nếu ở Huế một lần nữa sẽ ở lại đây.,Keith1340,11,Tháng 8 năm 2018,12,thg 8 2018,Đã du lịch theo đôi,3,Azerai La Residence Hue,"Bungendore, Úc",https://www.tripadvisor.com.vn/Profile/Keith1340,Ân điển và sang trọng,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d585172-Reviews-or20-Azerai_La_Residence_Hue-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Chúng tôi đã đi du lịch vòng quanh Việt Nam trong 3 tuần, ở 6 nơi và đây là đỉnh. Sự chào đón của Louis là cá nhân, chu đáo, tốt bụng và chuyên nghiệp. Chúng tôi được nâng cấp lên một ngôi nhà gỗ xinh xắn trong rừng rậm. Nó rất yên tĩnh, những chiếc giường thật tuyệt, chúng tôi ngủ như những tảng đá. Mọi thứ khiến tôi như mới, sạch sẽ, cập nhật và bạn có một bộ định tuyến trong phòng, WiFi thật tuyệt vời. Hồ bơi tuyệt đẹp, mặc dù rất nhiều khách du lịch châu Á la hét và quậy phá xung quanh bạn làm hỏng bầu không khí yên tĩnh, mặc dù đây không phải là lỗi của khách sạn. Giao thông đến thị trấn rất dễ dàng bằng taxi. Thức ăn rất tuyệt, được trình bày đẹp mắt, nếu có một chút hạn chế trong các lựa chọn. Spa là tuyệt vời, tôi đã đến nhiều nơi trên thế giới và nó là tuyệt vời. Có một mô sâu và một khuôn mặt, cả hai đều tuyệt vời. Cristy, trợ lý giám đốc, khiến chúng tôi cảm thấy được chào đón và có giá trị. Chỉ tiếc là quá ngắn ngủi!",Alexandra H,96,Tháng 7 năm 2019,119,thg 7 2019,Đã du lịch với gia đình,5,Pilgrimage Village,"Paris, Pháp",https://www.tripadvisor.com.vn/Profile/B154ZXmm,Ở tuyệt vời,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d582872-Reviews-or20-Pilgrimage_Village-Hue_Thua_Thien_Hue_Province.html#REVIEWS
